time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],duV[unit=""]
2012-01-18T15:00:00Z,44.2081,86.1061,6.890952499816194E-5
2012-01-18T18:00:00Z,44.2081,86.1061,1.562904981255997E-5
2012-01-18T21:00:00Z,44.2081,86.1061,1.0764389116957318E-5
2012-01-19T00:00:00Z,44.2081,86.1061,7.1863764787849505E-6
2012-01-19T03:00:00Z,44.2081,86.1061,-5.01729991810862E-5
2012-01-19T06:00:00Z,44.2081,86.1061,-1.3738397683482617E-4
2012-01-19T09:00:00Z,44.2081,86.1061,-1.4966166054364294E-4
2012-01-19T12:00:00Z,44.2081,86.1061,-1.0372702672611922E-4
2012-01-19T15:00:00Z,44.2081,86.1061,-1.0253171785734594E-4
2012-01-19T18:00:00Z,44.2081,86.1061,-1.6947202675510198E-4
2012-01-19T21:00:00Z,44.2081,86.1061,-2.5199155788868666E-4
2012-01-20T00:00:00Z,44.2081,86.1061,-3.4657190553843975E-4
2012-01-20T03:00:00Z,44.2081,86.1061,-4.165041900705546E-4
2012-01-20T06:00:00Z,44.2081,86.1061,-4.6784180449321866E-4
2012-01-20T09:00:00Z,44.2081,86.1061,-4.481080686673522E-4
2012-01-20T12:00:00Z,44.2081,86.1061,-3.772022610064596E-4
2012-01-20T15:00:00Z,44.2081,86.1061,-3.841472789645195E-4
2012-01-20T18:00:00Z,44.2081,86.1061,-4.622175474651158E-4
2012-01-20T21:00:00Z,44.2081,86.1061,-4.4643785804510117E-4
2012-01-21T00:00:00Z,44.2081,86.1061,-3.308732411824167E-4
2012-01-21T03:00:00Z,44.2081,86.1061,-2.109684282913804E-4
2012-01-21T06:00:00Z,44.2081,86.1061,-1.6027275705710053E-4
2012-01-21T09:00:00Z,44.2081,86.1061,-1.201477280119434E-4
2012-01-21T12:00:00Z,44.2081,86.1061,-4.6277044020826E-5
2012-01-21T15:00:00Z,44.2081,86.1061,5.966645630905987E-7
2012-01-21T18:00:00Z,44.2081,86.1061,2.233565282949712E-5
2012-01-21T21:00:00Z,44.2081,86.1061,1.198008976643905E-4
2012-01-22T00:00:00Z,44.2081,86.1061,2.4538845173083246E-4
2012-01-22T03:00:00Z,44.2081,86.1061,2.8778021805919707E-4
2012-01-22T06:00:00Z,44.2081,86.1061,2.1434899826999754E-4
2012-01-22T09:00:00Z,44.2081,86.1061,1.3067152758594602E-4
2012-01-22T12:00:00Z,44.2081,86.1061,1.4434364857152104E-4
2012-01-22T15:00:00Z,44.2081,86.1061,1.6501768550369889E-4
2012-01-22T18:00:00Z,44.2081,86.1061,1.0889348777709529E-4
2012-01-22T21:00:00Z,44.2081,86.1061,4.4908159907208756E-5
2012-01-23T00:00:00Z,44.2081,86.1061,7.612218269059667E-6
2012-01-23T03:00:00Z,44.2081,86.1061,-8.334964149980806E-6
2012-01-23T06:00:00Z,44.2081,86.1061,-7.112722960300744E-5
2012-01-23T09:00:00Z,44.2081,86.1061,-1.477905607316643E-4
2012-01-23T12:00:00Z,44.2081,86.1061,-1.8707492563407868E-4
2012-01-23T15:00:00Z,44.2081,86.1061,-2.4506120826117694E-4
2012-01-23T18:00:00Z,44.2081,86.1061,-3.423561865929514E-4
2012-01-23T21:00:00Z,44.2081,86.1061,-4.0870398515835404E-4
2012-01-24T00:00:00Z,44.2081,86.1061,-3.980741312261671E-4
2012-01-24T03:00:00Z,44.2081,86.1061,-3.2371163251809776E-4
2012-01-24T06:00:00Z,44.2081,86.1061,-2.490381884854287E-4
2012-01-24T09:00:00Z,44.2081,86.1061,-2.1614963770844042E-4
2012-01-24T12:00:00Z,44.2081,86.1061,-2.0791986025869846E-4
2012-01-24T15:00:00Z,44.2081,86.1061,-2.463985583744943E-4
2012-01-24T18:00:00Z,44.2081,86.1061,-3.21792031172663E-4
2012-01-24T21:00:00Z,44.2081,86.1061,-3.58221004717052E-4
2012-01-25T00:00:00Z,44.2081,86.1061,-3.4102590871043503E-4
2012-01-25T03:00:00Z,44.2081,86.1061,-2.6359324692748487E-4
2012-01-25T06:00:00Z,44.2081,86.1061,-1.8639941117726266E-4
2012-01-25T09:00:00Z,44.2081,86.1061,-9.188731200993061E-5
2012-01-25T12:00:00Z,44.2081,86.1061,1.7574906451045536E-5
2012-01-25T15:00:00Z,44.2081,86.1061,7.964862743392587E-5
2012-01-25T18:00:00Z,44.2081,86.1061,7.754100806778297E-5
2012-01-25T21:00:00Z,44.2081,86.1061,9.147882519755512E-5
2012-01-26T00:00:00Z,44.2081,86.1061,1.2086932110833004E-4
2012-01-26T03:00:00Z,44.2081,86.1061,1.4155225653667003E-4
2012-01-26T06:00:00Z,44.2081,86.1061,9.814253280637786E-5
2012-01-26T09:00:00Z,44.2081,86.1061,1.0444513463880867E-5
2012-01-26T12:00:00Z,44.2081,86.1061,-4.351843017502688E-5
2012-01-26T15:00:00Z,44.2081,86.1061,-4.323413668316789E-5
2012-01-26T18:00:00Z,44.2081,86.1061,-7.858899334678426E-5
2012-01-26T21:00:00Z,44.2081,86.1061,-1.23998848721385E-4
2012-01-27T00:00:00Z,44.2081,86.1061,-1.2596511805895716E-4
2012-01-27T03:00:00Z,44.2081,86.1061,-1.0175837815040722E-4
2012-01-27T06:00:00Z,44.2081,86.1061,-1.0501022188691422E-4
2012-01-27T09:00:00Z,44.2081,86.1061,-1.244020531885326E-4
2012-01-27T12:00:00Z,44.2081,86.1061,-1.465290115447715E-4
2012-01-27T15:00:00Z,44.2081,86.1061,-1.9904672808479518E-4
2012-01-27T18:00:00Z,44.2081,86.1061,-2.993685775436461E-4
2012-01-27T21:00:00Z,44.2081,86.1061,-3.8938692887313664E-4
2012-01-28T00:00:00Z,44.2081,86.1061,-4.4151433394290507E-4
2012-01-28T03:00:00Z,44.2081,86.1061,-5.216525751166046E-4
2012-01-28T06:00:00Z,44.2081,86.1061,-6.090435781516135E-4
2012-01-28T09:00:00Z,44.2081,86.1061,-6.204067612998188E-4
2012-01-28T12:00:00Z,44.2081,86.1061,-5.719675682485104E-4
2012-01-28T15:00:00Z,44.2081,86.1061,-5.162022425793111E-4
2012-01-28T18:00:00Z,44.2081,86.1061,-5.021384567953646E-4
2012-01-28T21:00:00Z,44.2081,86.1061,-4.96191787533462E-4
2012-01-29T00:00:00Z,44.2081,86.1061,-5.256106960587204E-4
2012-01-29T03:00:00Z,44.2081,86.1061,-5.64326299354434E-4
2012-01-29T06:00:00Z,44.2081,86.1061,-5.570679204538465E-4
2012-01-29T09:00:00Z,44.2081,86.1061,-5.132169462740421E-4
2012-01-29T12:00:00Z,44.2081,86.1061,-4.587660077959299E-4
2012-01-29T15:00:00Z,44.2081,86.1061,-4.2228729580529034E-4
2012-01-29T18:00:00Z,44.2081,86.1061,-4.004082875326276E-4
2012-01-29T21:00:00Z,44.2081,86.1061,-3.1107949325814843E-4
2012-01-30T00:00:00Z,44.2081,86.1061,-2.086693566525355E-4
2012-01-30T03:00:00Z,44.2081,86.1061,-2.0036193018313497E-4
2012-01-30T06:00:00Z,44.2081,86.1061,-2.326854591956362E-4
2012-01-30T09:00:00Z,44.2081,86.1061,-1.734115940053016E-4
2012-01-30T12:00:00Z,44.2081,86.1061,-7.060044299578294E-5
2012-01-30T15:00:00Z,44.2081,86.1061,-4.537172571872361E-5
2012-01-30T18:00:00Z,44.2081,86.1061,-6.711696914862841E-5
2012-01-30T21:00:00Z,44.2081,86.1061,-3.952117549488321E-5
2012-01-31T00:00:00Z,44.2081,86.1061,-9.502648026682436E-6
2012-01-31T03:00:00Z,44.2081,86.1061,-4.5933924411656335E-5
2012-01-31T06:00:00Z,44.2081,86.1061,-1.0015421867137775E-4
2012-01-31T09:00:00Z,44.2081,86.1061,-1.082325543393381E-4
2012-01-31T12:00:00Z,44.2081,86.1061,-6.218814087333158E-5
2012-01-31T15:00:00Z,44.2081,86.1061,-2.5681347324280068E-5
2012-01-31T18:00:00Z,44.2081,86.1061,-2.6200157662970014E-5
2012-01-31T21:00:00Z,44.2081,86.1061,1.3556109479395673E-5
2012-02-01T00:00:00Z,44.2081,86.1061,4.3462830944918096E-5
2012-02-01T03:00:00Z,44.2081,86.1061,-1.538552896818146E-5
2012-02-01T06:00:00Z,44.2081,86.1061,-1.086376141756773E-4
2012-02-01T09:00:00Z,44.2081,86.1061,-1.295632537221536E-4
2012-02-01T12:00:00Z,44.2081,86.1061,-9.805017907638103E-5
2012-02-01T15:00:00Z,44.2081,86.1061,-1.2978384620510042E-4
2012-02-01T18:00:00Z,44.2081,86.1061,-2.200966700911522E-4
2012-02-01T21:00:00Z,44.2081,86.1061,-2.253033744636923E-4
2012-02-02T00:00:00Z,44.2081,86.1061,-1.4343718066811562E-4
2012-02-02T03:00:00Z,44.2081,86.1061,-6.27341287326999E-5
2012-02-02T06:00:00Z,44.2081,86.1061,1.221081220137421E-6
2012-02-02T09:00:00Z,44.2081,86.1061,-9.909673281072173E-6
2012-02-02T12:00:00Z,44.2081,86.1061,-7.411128899548203E-5
2012-02-02T15:00:00Z,44.2081,86.1061,-1.1072367487940937E-4
2012-02-02T18:00:00Z,44.2081,86.1061,-1.173769633169286E-4
2012-02-02T21:00:00Z,44.2081,86.1061,-1.1236462160013616E-4
2012-02-03T00:00:00Z,44.2081,86.1061,-1.1615993571467698E-4
2012-02-03T03:00:00Z,44.2081,86.1061,-1.2587851961143315E-4
2012-02-03T06:00:00Z,44.2081,86.1061,-1.4118352555669844E-4
2012-02-03T09:00:00Z,44.2081,86.1061,-1.72708896570839E-4
2012-02-03T12:00:00Z,44.2081,86.1061,-2.2277128300629556E-4
2012-02-03T15:00:00Z,44.2081,86.1061,-2.859100641217083E-4
2012-02-03T18:00:00Z,44.2081,86.1061,-3.610444546211511E-4
2012-02-03T21:00:00Z,44.2081,86.1061,-4.007065435871482E-4
2012-02-04T00:00:00Z,44.2081,86.1061,-4.238261317368597E-4
2012-02-04T03:00:00Z,44.2081,86.1061,-4.29989886470139E-4
2012-02-04T06:00:00Z,44.2081,86.1061,-3.7844505277462304E-4
2012-02-04T09:00:00Z,44.2081,86.1061,-2.7489097556099296E-4
2012-02-04T12:00:00Z,44.2081,86.1061,-1.8976660794578493E-4
2012-02-04T15:00:00Z,44.2081,86.1061,-1.9532078295014799E-4
2012-02-04T18:00:00Z,44.2081,86.1061,-2.20323825487867E-4
2012-02-04T21:00:00Z,44.2081,86.1061,-2.4827735614962876E-4
2012-02-05T00:00:00Z,44.2081,86.1061,-3.294991620350629E-4
2012-02-05T03:00:00Z,44.2081,86.1061,-3.9933319203555584E-4
2012-02-05T06:00:00Z,44.2081,86.1061,-4.6446951455436647E-4
2012-02-05T09:00:00Z,44.2081,86.1061,-5.002739490009844E-4
2012-02-05T12:00:00Z,44.2081,86.1061,-4.919188795611262E-4
2012-02-05T15:00:00Z,44.2081,86.1061,-4.5359006617218256E-4
2012-02-05T18:00:00Z,44.2081,86.1061,-4.2500850395299494E-4
2012-02-05T21:00:00Z,44.2081,86.1061,-3.957858425565064E-4
2012-02-06T00:00:00Z,44.2081,86.1061,-3.4526761737652123E-4
2012-02-06T03:00:00Z,44.2081,86.1061,-2.981411525979638E-4
2012-02-06T06:00:00Z,44.2081,86.1061,-3.224590327590704E-4
2012-02-06T09:00:00Z,44.2081,86.1061,-3.5914991167373955E-4
2012-02-06T12:00:00Z,44.2081,86.1061,-3.492117393761873E-4
2012-02-06T15:00:00Z,44.2081,86.1061,-3.202235675416887E-4
